name,category,calories,protein,carbs,fat,fiber,standardUnit
นมผง ทารก 0-1 ปี (ตรา เอนฟาแล็ค เอพลัส 1),milk,492.27,10.25,54.61,25.87,2.93,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา เอนฟาแลค เอ.อาร์.),milk,486.24,12.17,53.56,24.81,0,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา เอส-26),milk,524,12,56,28,0,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา เอส-26 เอส เอ็ม เอ โกลด์),milk,486.71,9.58,51.74,26.83,2.2,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา ไฮคิว ซูเปอร์โกลด์),milk,485.76,10.06,54.9,25.1,5.65,ถ้วยตวง
นมผง ทารก 0-1 ปี (ตรา ไฮคิว พรีไบโอโพรเทก),milk,487.96,10.06,56.53,24.62,5.65,ถ้วยตวง
นมผง ทารก 0-1 ปี ไม่เสริมธาตุเหล็ก (ตรา เอนฟามิล),milk,524.5,11.7,54.4,28.9,0,ถ้วยตวง
นมผง ทารก 0-1 ปี สูตรผสม 5 นิวคลีโอไทด์และลูทีน (ตรา เอส-26 เอส เอ็ม เอ),milk,505.88,11.5,54.61,26.83,0,ถ้วยตวง
นมผง ทารก 0-1 ปี เสริมธาตุเหล็ก (ตรา แนน โปร 1),milk,497.27,9.2,55.41,26.54,0,ถ้วยตวง
นมผง ทารก 0-1 ปี เสริมธาตุเหล็ก (ตรา เบบี),milk,497.27,9.2,55.41,26.54,0,ถ้วยตวง
นมผง ทารก 0-1 ปี เสริมธาตุเหล็ก (ตรา แล็คโตเย่น 1),milk,487.1,10.06,55.67,24.91,0,ถ้วยตวง
นมผง ทารก 0-1 ปี เสริมธาตุเหล็ก (ตรา เอนฟามิล),milk,502.52,11.21,52.12,27.69,0,ถ้วยตวง
นมผง พร่องมันเนย กลิ่นวานิลลา (ตรา ซิมิแลค เกน คิด),milk,469.22,19.76,79.03,8.23,0,ถ้วยตวง
นมผง พร่องมันเนย เด็ก 1 ปีขึ้นไป รสจืด สูตรผสมผงผักและผลไม้ 0.2% แครอทสกัดและใยอาหาร (ตรา ดูโกร 1 พลัส),milk,522.65,16.16,78.13,16.16,1.24,ถ้วยตวง
นมผง พร่องมันเนย เด็ก 1 ปีขึ้นไป รสน้ำผึ้ง กลิ่นวานิลลา สูตรผสมผงผักและผลไม้ 0.2% แครอทสกัดและใยอาหาร (ตรา ดูโกร 1 พลัส),milk,522.65,16.16,78.13,16.16,1.24,ถ้วยตวง
นมผง พร่องมันเนย รสจืด (ตรา แอนลีน),milk,364.34,20.58,65.87,2.06,0,ถ้วยตวง
นมผง พร่องมันเนย รสจืด (ตรา แอนลีน โกลด์),milk,364.34,20.58,65.87,2.06,1.89,ถ้วยตวง
นมผง พร่องมันเนย รสจืด สูตรผสมผงผักและผลไม้ 0.2% แครอทสกัดและใยอาหาร (ตรา ดูโกร 3 พลัส),milk,524.54,20.74,77.05,14.82,1.36,ถ้วยตวง
นมผง พร่องมันเนย รสช็อกโกแลต (ตรา แอนลีน โกลด์),milk,421.97,23.52,58.81,10.29,2.94,ถ้วยตวง
นมผง พร่องมันเนย สตรีมีครรภ์และให้นมบุตร กลิ่นวานิลลา (ตรา ซิมิแลค มัม),milk,334.28,23.77,55.17,2.06,9.68,ถ้วยตวง
นมผง พร่องมันเนย สตรีมีครรภ์และให้นมบุตร กลิ่นวานิลลา (ตรา หมี มามา),milk,432.26,23.16,61.75,10.29,0,ถ้วยตวง
นมผง พร่องมันเนย สตรีมีครรภ์และให้นมบุตร กลิ่นวานิลลา (ตรา เอนฟามาม่า เอพลัส),milk,383.38,25.73,59.69,4.63,0,ถ้วยตวง
นมผง พร่องมันเนย สตรีมีครรภ์และให้นมบุตร (ตรา เอส-26 มัม โกลด์),milk,420.23,19.19,69.78,7.15,0,ถ้วยตวง
นมผง พร่องมันเนย สตรีมีครรภ์และให้นมบุตร รสจืด กลิ่นนม (ตรา ดูเม็กซ์ มาม่า พรีไบโอโพรเทก),milk,404.06,21.61,66.9,5.56,4.32,ถ้วยตวง
นมผง พร่องมันเนย สตรีมีครรภ์และให้นมบุตร รสจืด กลิ่นวานิลลา (ตรา ดูมัม ซูเปอร์มิกซ์),milk,410.65,17.91,74.1,4.73,2.16,ถ้วยตวง
นมผง พร่องมันเนย สตรีมีครรภ์และให้นมบุตร รสจืด (ตรา แอนมัม มาเทอร์น่า),milk,428.15,24.7,54.55,12.35,9.98,ถ้วยตวง
นมผง พร่องมันเนย เสริมแคลเซียม,milk,461.25,19.07,56.88,17.49,1.8,ถ้วยตวง
นมผง ฟูลครีม,milk,499.31,25.63,39.48,26.54,2,ถ้วยตวง
นมผง รสจืด กลิ่นวานิลลา (ตรา หมี 3 พลัส),milk,549.89,23.05,62.56,23.05,3.29,ถ้วยตวง
นมผง รสจืด (ตรา ดูมิลค์ 4),milk,522.14,16.93,81.85,14.11,1.3,ถ้วยตวง
นมผง รสจืด (ตรา ดูเม็กซ์ โกลด์พลัส 4),milk,524.54,20.74,77.05,14.82,1.36,ถ้วยตวง
นมผง รสจืด (ตรา อะแล็คต้า 100 3 พลัส),milk,512.69,23.71,71.12,14.82,2.96,ถ้วยตวง
นมผง รสจืด (ตรา เอนฟาโกร เอพลัส 4),milk,500.83,23.71,68.16,14.82,2.96,ถ้วยตวง
นมผง รสจืด (ตรา เอนฟาคิด 4),milk,512.69,23.71,71.12,14.82,2.96,ถ้วยตวง
นมผง รสจืด (ตรา ไฮคิว 3 พลัส ซูเปอร์โกลด์),milk,524.54,20.74,77.05,14.82,5.93,ถ้วยตวง
นมผง รสจืด (ตรา ไฮคิว 3 พลัส พรีไบโอโพรเทก),milk,512.69,20.74,74.09,14.82,1.36,ถ้วยตวง
นมผง รสจืด สูตรผสมน้ำมันปลา นิวคลีโอไทด์ 5 ชนิด และโคลีน (ตรา สโนว์เมท คิดส์),milk,531.19,16.77,78.28,16.77,2.57,ถ้วยตวง
นมผง รสน้ำผึ้ง (ตรา ดูมิลค์ 4),milk,522.14,16.93,81.85,14.11,1.3,ถ้วยตวง
