name,category,calories,protein,carbs,fat,fiber,standardUnit
ขนมปังขาไก่ รสต่างๆ (แท่งใหญ่),starch,160.05,3.17,24.32,5.57,1.04,ถ้วยตวง
ขนมปังนมสด,starch,137.04,5.28,24.08,2.18,1.49,ถ้วยตวง
ข้าวเจ้า พันธุ์หอมนิล ดิบ,starch,237.99,5.08,52.51,0.85,1.14,ทัพพี
ข้าวเจ้า พันธุ์หอมมะลิ ดิบ,starch,215.16,3.87,48.96,0.43,0.44,ทัพพี
ข้าวเจ้า มันปู ดิบ,starch,217.93,4.26,46.51,1.65,2.37,ทัพพี
ข้าวเจ้า ข้าวกล้อง งอก ดิบ,starch,604.6,12.06,128.07,4.9,7.32,ถ้วยตวง
ข้าวเจ้า ข้าวกล้อง งอก นึ่ง,starch,81.61,1.64,17.39,0.61,0.62,ทัพพี
ข้าวเจ้า ข้าวกล้อง พันธุ์หอมนิล ดิบ,starch,245.69,6.11,50.16,2.29,2.72,ทัพพี
ข้าวเจ้า ข้าวกล้อง พันธุ์หอมมะลิ ดิบ,starch,221.69,4.41,47.03,1.77,2.07,ทัพพี
ข้าวเจ้า ข้าวกล้อง สำเร็จรูป บรรจุกระป๋อง,starch,123.96,0.6,27.96,1.08,1.32,ทัพพี
ข้าวเจ้า ขัดขาว สำเร็จรูป บรรจุกระป๋อง,starch,73.14,0.6,17.28,0.18,0.12,ทัพพี
ข้าวญี่ปุ่น นึ่ง ไม่ปรุงรส,starch,90.63,1.66,20.28,0.32,0.06,ทัพพี
ข้าวโพด ครีม บรรจุกระป๋อง,starch,131.25,3.02,26.27,1.57,5.59,ถ้วยตวง
ข้าวโพด พันธุ์ข้าวเหนียว ต้ม,starch,205.77,5.64,34.82,4.88,4.47,ถ้วยตวง
ข้าวโพด เมล็ด ในน้ำเกลือ บรรจุกระป๋อง,starch,107.83,3.37,19.59,1.78,3.79,ถ้วยตวง
ข้าวเหนียว ข้าวกล้อง ดิบ,starch,545.16,12.31,113.49,4.66,2.81,ถ้วยตวง
ข้าวเหนียวดำ นึ่ง,starch,323.53,6.27,71.04,1.59,2.65,ถ้วยตวง
บะหมี่ เส้นแบน ทอด,starch,210.3,3.02,16.56,14.66,0.0,ถ้วยตวง
บะหมี่กึ่งสำเร็จรูป พร้อมเครื่องปรุง รสต้มยำกุ้ง,starch,510.46,10.17,69.07,21.5,3.68,ถ้วยตวง
บะหมี่กึ่งสำเร็จรูป พร้อมเครื่องปรุง รสหมูสับ,starch,522.09,11.2,68.69,22.5,3.5,ถ้วยตวง
แป้งข้าวกล้อง,starch,381.22,8.25,81.36,2.53,5.23,ถ้วยตวง
แป้งข้าวฟ่าง,starch,137.28,10.61,23.71,0.0,0.0,ถ้วยตวง
แป้งข้าวเหนียว ข้าวกล้อง,starch,366.84,7.54,84.17,0.0,0.0,ถ้วยตวง
แป้งห่อปอเปี๊ยะ แห้ง แผ่นบาง (ต้องแช่น้ำก่อนใช้),starch,14.98,0.22,3.52,0.0,0.0,ชิ้น (เล็ก)
รำข้าว คั่ว,starch,370.96,11.24,42.86,17.18,26.0,ถ้วยตวง
ก๋วยเตี๋ยวเส้นหมี่ขาว ทอด,starch,122.06,0.8,10.43,8.57,0.28,ถ้วยตวง
ก๋วยเตี๋ยวเส้นหมี่ข้าวกล้อง,starch,474.73,9.95,100.13,3.82,4.62,ถ้วยตวง
